0.0000e+00,7.5155e-03
2.1103e-02,6.8442e-03
4.0788e-02,6.4375e-03
6.0420e-02,6.1281e-03
8.0098e-02,5.6518e-03
9.9557e-02,4.6503e-03
1.2030e-01,4.2248e-03
1.3994e-01,4.3549e-03
1.6010e-01,5.3069e-03
1.8060e-01,6.2136e-03
1.9992e-01,6.1151e-03
2.1963e-01,5.5192e-03
2.3969e-01,4.6693e-03
2.5930e-01,3.5785e-03
2.7971e-01,2.8096e-03
2.9950e-01,2.6491e-03
3.1988e-01,1.9740e-03
3.4015e-01,1.1731e-03
3.5984e-01,1.1337e-03
3.7973e-01,1.1646e-03
4.0046e-01,1.0395e-03
4.2022e-01,8.7706e-04
4.4016e-01,4.2283e-04
4.6024e-01,-6.4845e-04
4.8037e-01,-2.1346e-03
5.0028e-01,-3.7635e-03
5.2017e-01,-5.0440e-03
5.4006e-01,-6.4336e-03
5.6007e-01,-7.5554e-03
5.7942e-01,-8.3654e-03
6.0036e-01,-9.6285e-03
6.1946e-01,-1.0714e-02
6.3990e-01,-1.1608e-02
6.5978e-01,-1.2103e-02
6.7984e-01,-1.2667e-02
7.0006e-01,-1.3683e-02
9.4997e-01,-2.3112e-02
1.2000e+00,-3.0303e-02
1.4495e+00,-3.0443e-02
1.7000e+00,-2.7613e-02
1.9505e+00,-2.5012e-02
2.1993e+00,-2.1108e-02
2.4500e+00,-1.6635e-02
2.6996e+00,-1.3792e-02
2.9501e+00,-1.3779e-02
3.2001e+00,-1.0902e-02
3.4496e+00,-8.5160e-03
3.7000e+00,-7.3318e-03
3.9501e+00,-5.9825e-03
4.2000e+00,-4.8072e-03
4.4497e+00,-3.4641e-03
4.7001e+00,-5.4871e-03
4.9503e+00,-4.3520e-03
5.2002e+00,-2.4662e-03
5.4501e+00,-2.0259e-03
5.6998e+00,-6.2481e-05
5.9501e+00,9.5705e-05
6.1998e+00,-2.5031e-05
6.4503e+00,5.1810e-04
6.6999e+00,5.5580e-04
6.9499e+00,9.6415e-04
7.2002e+00,1.1825e-03
7.4504e+00,-5.4942e-04
7.6998e+00,-1.2201e-03
7.9497e+00,-1.6403e-03
