0.0000e+00,0.0000e+00
4.0000e-02,-2.0722e-03
8.0000e-02,-4.1494e-03
1.2000e-01,-6.2361e-03
1.6000e-01,-8.3371e-03
2.0000e-01,-1.0457e-02
2.4000e-01,-1.2598e-02
2.8000e-01,-1.4764e-02
3.2000e-01,-1.6957e-02
3.6000e-01,-1.9176e-02
4.0000e-01,-2.1421e-02
4.8000e-01,-2.5970e-02
5.6000e-01,-3.0538e-02
6.4000e-01,-3.4999e-02
7.2000e-01,-3.9155e-02
8.0000e-01,-4.2746e-02
8.8000e-01,-4.5473e-02
9.6000e-01,-4.7064e-02
1.0400e+00,-4.7344e-02
1.1200e+00,-4.6292e-02
1.2000e+00,-4.4059e-02
1.2800e+00,-4.0925e-02
1.3000e+00,-4.0041e-02
1.8000e+00,-1.7920e-02
2.3000e+00,-7.2720e-03
2.8000e+00,-3.1326e-03
3.3000e+00,-1.1528e-03
3.8000e+00,1.2802e-04
