0.0000e+00,0.0000e+00
1.4010e-01,9.3899e-03
2.8019e-01,1.5518e-02
4.2029e-01,1.1950e-02
5.6038e-01,8.8455e-03
7.0048e-01,-4.7178e-04
8.4057e-01,2.8727e-05
9.8067e-01,2.8333e-05
1.1208e+00,-1.5586e-03
1.2609e+00,-1.7081e-03
1.4010e+00,-1.1386e-05
1.5410e+00,-1.3617e-02
1.6811e+00,-1.7048e-02
1.8212e+00,-1.4825e-02
1.9613e+00,-1.6031e-02
2.1014e+00,-1.8136e-02
2.2415e+00,-1.6146e-02
2.3816e+00,-2.2775e-02
2.5217e+00,-3.0254e-02
2.6618e+00,-1.5783e-02
2.8019e+00,-1.7225e-02
2.9420e+00,-1.3616e-02
3.0821e+00,-8.3588e-03
3.2222e+00,-1.8743e-02
3.3623e+00,-1.3411e-02
3.5024e+00,-2.2723e-02
3.6425e+00,-2.1173e-02
3.7826e+00,-1.2574e-02
3.9227e+00,-2.5119e-02
4.0628e+00,-2.1977e-02
4.2029e+00,-2.5754e-02
4.3430e+00,-2.3503e-02
4.4830e+00,-2.6063e-02
4.6231e+00,-3.7031e-02
4.7632e+00,-3.0782e-02
4.9033e+00,-2.2966e-02
5.0434e+00,-2.9468e-02
5.1835e+00,-2.9812e-02
5.3236e+00,-3.0965e-02
5.4637e+00,-3.4387e-02
