0.0000e+00,0.0000e+00
1.0457e-01,9.8634e-03
2.0914e-01,3.2377e-03
3.1370e-01,-2.3523e-04
4.1827e-01,-1.0116e-02
5.2284e-01,-1.5804e-02
6.2741e-01,-2.1116e-02
7.3197e-01,-2.4932e-02
8.3654e-01,-2.6040e-02
9.4111e-01,-2.6879e-02
1.0457e+00,-2.8685e-02
1.1502e+00,-3.1815e-02
1.2548e+00,-3.5905e-02
1.3594e+00,-4.0613e-02
1.4639e+00,-4.7737e-02
1.5685e+00,-5.1336e-02
1.6731e+00,-5.2687e-02
1.7776e+00,-5.5961e-02
1.8822e+00,-5.6137e-02
1.9868e+00,-4.9463e-02
2.0914e+00,-4.3550e-02
2.1959e+00,-4.0052e-02
2.3005e+00,-3.5746e-02
2.4051e+00,-3.1399e-02
