0.0000e+00,0.0000e+00
1.0457e-01,-3.4668e-03
2.0914e-01,-8.7667e-03
3.1370e-01,-1.0755e-02
4.1827e-01,-1.4287e-02
5.2284e-01,-1.8225e-02
6.2741e-01,-2.3044e-02
7.3197e-01,-2.7996e-02
8.3654e-01,-3.2576e-02
9.4111e-01,-3.5792e-02
1.0457e+00,-3.6971e-02
1.1502e+00,-3.5897e-02
1.2548e+00,-3.2968e-02
1.3594e+00,-2.8987e-02
1.4639e+00,-2.4837e-02
1.5685e+00,-2.0936e-02
1.6731e+00,-1.7389e-02
1.7776e+00,-1.4446e-02
1.8822e+00,-1.2047e-02
1.9868e+00,-1.0081e-02
2.0914e+00,-8.4998e-03
2.1959e+00,-7.2221e-03
2.3005e+00,-6.1349e-03
2.4051e+00,-5.2163e-03
