0.0000e+00,0.0000e+00
1.0457e-01,1.9137e-03
2.0914e-01,8.3216e-04
3.1370e-01,-1.5442e-03
4.1827e-01,-6.8372e-03
5.2284e-01,-1.1357e-02
6.2741e-01,-1.4710e-02
7.3197e-01,-1.7707e-02
8.3654e-01,-1.8760e-02
9.4111e-01,-2.0006e-02
1.0457e+00,-2.1868e-02
1.1502e+00,-2.4993e-02
1.2548e+00,-2.8256e-02
1.3594e+00,-3.2386e-02
1.4639e+00,-3.7091e-02
1.5685e+00,-4.0194e-02
1.6731e+00,-4.2728e-02
1.7776e+00,-4.1981e-02
1.8822e+00,-4.0948e-02
1.9868e+00,-3.4617e-02
2.0914e+00,-2.7793e-02
2.1959e+00,-2.4415e-02
2.3005e+00,-2.1005e-02
2.4051e+00,-1.8008e-02
