0.0000e+00,0.0000e+00
1.0457e-01,1.5319e-02
2.0914e-01,4.9626e-03
3.1370e-01,9.1887e-04
4.1827e-01,-1.1554e-02
5.2284e-01,-1.7971e-02
6.2741e-01,-2.4061e-02
7.3197e-01,-2.7885e-02
8.3654e-01,-2.9148e-02
9.4111e-01,-2.9508e-02
1.0457e+00,-3.1248e-02
1.1502e+00,-3.4357e-02
1.2548e+00,-3.8509e-02
1.3594e+00,-4.3311e-02
1.4639e+00,-5.2234e-02
1.5685e+00,-5.3269e-02
1.6731e+00,-5.5340e-02
1.7776e+00,-5.9808e-02
1.8822e+00,-5.9883e-02
1.9868e+00,-5.4651e-02
2.0914e+00,-5.0567e-02
2.1959e+00,-4.8028e-02
2.3005e+00,-4.3853e-02
2.4051e+00,-3.9137e-02
